word,cefr
lajos,A1
tartja,A1
emiatt,A1
ház,A1
szezonban,A1
csak,A1
mérkőzésen,A1
száz,A1
alatti,A1
évente,A1
szép,A1
lettek,A1
fiú,A1
folyamán,A1
kaptak,A1
egyike,A1
klasszikus,A1
annyira,A1
kissé,A1
18,A1
nélküli,A1
akarja,A1
sok,A1
verseny,A1
méretű,A1
napon,A1
200,A1
jellegű,A1
pontos,A1
adatok,A1
mély,A1
népszerű,A1
akkori,A1
vörös,A1
11,A1
iránt,A1
középkori,A1
eddig,A1
szakmai,A1
rendszeresen,A1
építették,A1
évi,A1
lánya,A1
vége,A1
25,A1
ide,A1
amelyeket,A1
lemez,A1
ellentétben,A1
kevesebb,A1
ma,A1
magukat,A1
adtak,A1
nyelven,A1
császár,A1
párt,A1
kizárólag,A1
szól,A1
közvetlen,A1
14,A1
családi,A1
tervezett,A1
legmagasabb,A1
györgy,A1
hely,A1
nőtt,A1
szereplő,A1
változata,A1
filmben,A1
eltérő,A1
mikor,A1
megy,A1
jelentek,A1
nekik,A1
források,A1
vezet,A1
formában,A1
építettek,A1
folytatta,A1
helyre,A1
kiderül,A1
sokan,A1
egyetemi,A1
sokáig,A1
azt,A1
and,A1
előbb,A1
lehetőséget,A1
lengyel,A1
találtak,A1
pályára,A1
egyéni,A1
speciális,A1
fogva,A1
hátsó,A1
éven,A1
akar,A1
valódi,A1
hogyan,A1
feletti,A1
9,A1
körülmények,A1
péter,A1
mielőtt,A1
nyitott,A1
úton,A1
nevezte,A1
hosszabb,A1
melyeket,A1
kötött,A1
13,A1
korabeli,A1
program,A1
pontot,A1
kezdetben,A1
utáni,A1
helyezték,A1
épített,A1
levő,A1
vesz,A1
anyagi,A1
akarta,A1
klub,A1
gróf,A1
egymástól,A1
követte,A1
nők,A1
mindenki,A1
szempontból,A1
ezeket,A1
nappal,A1
sikerül,A1
egyszerre,A1
mindent,A1
ipari,A1
pontosan,A1
kék,A1
kezd,A1
velük,A1
zárt,A1
lakosok,A1
budapesten,A1
embert,A1
magyarországi,A1
egyház,A1
látta,A1
mellé,A1
mások,A1
töltötte,A1
ötödik,A1
kor,A1
zöld,A1
csatlakozott,A1
új,A1
eredetű,A1
szolgált,A1
megyei,A1
osztrák,A1
tesz,A1
díjat,A1
jár,A1
keresztény,A1
maradtak,A1
életben,A1
attól,A1
budapesti,A1
munkája,A1
fokozatosan,A1
mint,A1
anyag,A1
tudták,A1
egyetem,A1
képesek,A1
polgári,A1
sötét,A1
vasúti,A1
fordul,A1
kettő,A1
kiváló,A1
latin,A1
többsége,A1
válogatott,A1
más,A1
középső,A1
jelenik,A1
tűnik,A1
sándor,A1
találhatók,A1
életében,A1
jogi,A1
lehetőség,A1
európában,A1
ősi,A1
végig,A1
egység,A1
úgy,A1
éve,A1
általa,A1
tartalmazó,A1
gyermeke,A1
jelenlegi,A1
felében,A1
független,A1
tanulmányait,A1
először,A1
alapított,A1
feladata,A1
mezőgazdasági,A1
pont,A1
századi,A1
számított,A1
pozitív,A1
szenvedett,A1
népszámlálás,A1
kétszer,A1
fizikai,A1
igaz,A1
nagyjából,A1
szabadon,A1
ritkán,A1
irányban,A1
helyét,A1
kapcsolatot,A1
változat,A1
akart,A1
megjelenik,A1
megmaradt,A1
hatása,A1
tartalmazza,A1
24,A1
működő,A1
mit,A1
sorozatban,A1
amivel,A1
személyes,A1
élnek,A1
író,A1
kora,A1
valóban,A1
gyermek,A1
keretében,A1
megjelenése,A1
szinten,A1
rendelkezett,A1
körüli,A1
hivatalosan,A1
horvát,A1
kezdték,A1
anna,A1
innen,A1
nehezen,A1
katonák,A1
folyamat,A1
számít,A1
gyakorlatilag,A1
indul,A1
megtalálható,A1
lassan,A1
tették,A1
esetleg,A1
mondja,A1
vonatkozó,A1
apja,A1
hatással,A1
ilyen,A1
filmet,A1
valamilyen,A1
átlagos,A1
közben,A1
elől,A1
megye,A1
oldal,A1
alakja,A1
területek,A1
lehetnek,A1
végső,A1
csata,A1
nép,A1
templomot,A1
bizonyult,A1
idegen,A1
területet,A1
választották,A1
környékén,A1
zene,A1
rengeteg,A1
17,A1
évre,A1
folyamatos,A1
évesen,A1
végéig,A1
erre,A1
művészeti,A1
nevezett,A1
ugyanakkor,A1
elterjedt,A1
semmi,A1
férje,A1
mutat,A1
fölött,A1
gyakori,A1
elnök,A1
bele,A1
függően,A1
utána,A1
végére,A1
orvosi,A1
használja,A1
állatok,A1
tudtak,A1
területeken,A1
állapotban,A1
hozta,A1
országos,A1
időt,A1
2000,A1
minél,A1
emellett,A1
évad,A1
évet,A1
helyezett,A1
meglehetősen,A1
nemzetközi,A1
folytatott,A1
központja,A1
védett,A1
álltak,A1
hossza,A1
kiemelkedő,A1
sárga,A1
ehhez,A1
tartottak,A1
oda,A1
felnőtt,A1
egyszerűen,A1
sikeresen,A1
alkalmazott,A1
egyetem,A1
tartoznak,A1
állat,A1
idők,A1
versenyen,A1
esik,A1
látott,A1
országot,A1
vállalat,A1
hol,A1
jelentett,A1
kultúra,A1
ír,A1
apró,A1
támadás,A1
ered,A1
magának,A1
rendezett,A1
érték,A1
németek,A1
természetesen,A1
időre,A1
kör,A1
fős,A1
intézet,A1
vettek,A1
elérhető,A1
kiadott,A1
versenyt,A1
készítette,A1
egyébként,A1
említett,A1
játszik,A1
dolgozik,A1
munkáját,A1
készültek,A1
városa,A1
500,A1
településen,A1
60,A1
váltak,A1
régészeti,A1
fogja,A1
ritka,A1
felül,A1
helyzet,A1
okozott,A1
édesanyja,A1
föld,A1
helyezkedik,A1
jellegzetes,A1
származású,A1
döntő,A1
csökkent,A1
formájában,A1
például,A1
közönség,A1
közösen,A1
sikert,A1
szerepét,A1
éltek,A1
értelemben,A1
hónap,A1
egyedi,A1
törvény,A1
épületet,A1
miklós,A1
tudják,A1
elektromos,A1
teszik,A1
európa,A1
használata,A1
követi,A1
államokban,A1
egyáltalán,A1
foglalkozik,A1
részében,A1
fordult,A1
tartanak,A1
elmondja,A1
kívüli,A1
valaki,A1
barátja,A1
időszak,A1
igazán,A1
perc,A1
megszűnt,A1
használni,A1
választotta,A1
mindkét,A1
használnak,A1
magával,A1
lenni,A1
pénzt,A1
részére,A1
in,A1
tenni,A1
használta,A1
van,A1
erők,A1
senki,A1
kép,A1
fennmaradt,A1
tartani,A1
michael,A1
napi,A1
mára,A1
feleségül,A1
életet,A1
kialakult,A1
amik,A1
szomszédos,A1
keletkezett,A1
történelem,A1
kilenc,A1
helyére,A1
összesen,A1
televíziós,A1
ér,A1
járó,A1
jut,A1
legfeljebb,A1
állította,A1
emiatt,A1
valami,A1
általában,A1
elérte,A1
negatív,A1
test,A1
venni,A1
pál,A1
torony,A1
bajnokság,A1
kifejezés,A1
eredménye,A1
rendszerint,A1
épp,A1
szerző,A1
rendőrség,A1
rájuk,A1
események,A1
kezdtek,A1
300,A1
többet,A1
hirtelen,A1
biztonsági,A1
függ,A1
lap,A1
műve,A1
von,A1
tudni,A1
idősebb,A1
tengeri,A1
iskolai,A1
km²,A1
költözött,A1
utat,A1
este,A1
piros,A1
egykor,A1
figyelembe,A1
legfőbb,A1
tekintve,A1
vonal,A1
ám,A1
változott,A1
eleinte,A1
sosem,A1
fa,A1
közösség,A1
sikerrel,A1
iii,A1
egyenes,A1
se,A1
száraz,A1
tekinthető,A1
akivel,A1
korban,A1
tudományos,A1
azután,A1
környező,A1
jön,A1
nyári,A1
tó,A1
eső,A1
meghatározott,A1
irodalom,A1
szerb,A1
szert,A1
kemény,A1
látja,A1
szervezett,A1
ókori,A1
mire,A1
ezúttal,A1
császári,A1
csökken,A1
alapvető,A1
gyerekek,A1
kezdődik,A1
meghatározó,A1
nincsenek,A1
óriási,A1
megnyerte,A1
tiszteletére,A1
evangélikus,A1
ezáltal,A1
kénytelen,A1
cím,A1
elhagyta,A1
eközben,A1
tért,A1
föld,A1
csapata,A1
technikai,A1
gyakran,A1
intézmény,A1
tudnak,A1
ettől,A1
pénzügyi,A1
titkos,A1
híd,A1
világszerte,A1
jack,A1
szent,A1
i,A1
szempontjából,A1
szerinti,A1
találták,A1
centiméter,A1
legjelentősebb,A1
amelyen,A1
kapcsolat,A1
könnyű,A1
május,A1
tiszta,A1
figyelmet,A1
maguk,A1
párhuzamosan,A1
szolgáló,A1
változó,A1
andrás,A1
fajok,A1
elhunyt,A1
hagyta,A1
mintha,A1
vezetésével,A1
változik,A1
míg,A1
csapatban,A1
szereztek,A1
érkező,A1
múzeum,A1
találta,A1
gábor,A1
alacsonyabb,A1
fogadta,A1
mérkőzést,A1
nemesi,A1
végeztek,A1
elért,A1
küldött,A1
egységes,A1
kiderült,A1
múzeum,A1
támadást,A1
én,A1
aratott,A1
gyenge,A1
csaknem,A1
október,A1
szintén,A1
további,A1
alakul,A1
holland,A1
vastag,A1
családok,A1
halad,A1
módszer,A1
bajnokságban,A1
címe,A1
műszaki,A1
támogatta,A1
erzsébet,A1
helye,A1
játszottak,A1
miért,A1
katona,A1
készül,A1
használtak,A1
nyomán,A1
következik,A1
közti,A1
játékosok,A1
ahogy,A1
elmúlt,A1
számban,A1
láthatók,A1
rendszert,A1
svéd,A1
forrás,A1
hozták,A1
akiket,A1
alól,A1
arany,A1
iránti,A1
társaság,A1
hoztak,A1
előfordul,A1
tűnt,A1
közülük,A1
segít,A1
valamennyi,A1
kislemez,A1
lakosa,A1
erről,A1
indított,A1
kicsi,A1
kivéve,A1
felelős,A1
felől,A1
ugyancsak,A1
okozta,A1
mennyiségű,A1
onnan,A1
rendelkezésre,A1
szülei,A1
magára,A1
többen,A1
négy,A1
számát,A1
ehhez,A1
halálos,A1
világon,A1
hatalom,A1
semmilyen,A1
pálya,A1
alábbi,A1
biztos,A1
magyarul,A1
nagyrészt,A1
2010,A1
foglalja,A1
annál,A1
délre,A1
folyik,A1
ettől,A1
nevén,A1
hogy,A1
osztály,A1
szerepelnek,A1
társaság,A1
19,A1
betegség,A1
önkormányzat,A1
dalok,A1
hajók,A1
pályán,A1
t,A1
barna,A1
eljárás,A1
kerülnek,A1
képet,A1
dolgozni,A1
számot,A1
mihály,A1
olimpián,A1
európai,A1
tettek,A1
éri,A1
22,A1
ahonnan,A1
használható,A1
mérete,A1
nagyon,A1
beteg,A1
david,A1
bécsi,A1
pápa,A1
la,A1
erdélyi,A1
meleg,A1
jézus,A1
kötet,A1
társadalom,A1
harc,A1
máig,A1
épületek,A1
üzleti,A1
fény,A1
látták,A1
éjszaka,A1
eredetileg,A1
james,A1
amiben,A1
faluban,A1
hatodik,A1
lakossága,A1
partján,A1
lép,A1
lakói,A1
természeti,A1
egyik,A1
egyfajta,A1
férfiak,A1
mérkőzés,A1
japánban,A1
asszony,A1
2011,A1
szellemi,A1
db,A1
időkben,A1
rend,A1
említik,A1
viseli,A1
21,A1
hajlandó,A1
elérni,A1
érkezik,A1
2008,A1
amint,A1
okoz,A1
utcai,A1
akkoriban,A1
fele,A1
színes,A1
érkeztek,A1
autó,A1
családja,A1
park,A1
találkozott,A1
állították,A1
hajót,A1
kilométer,A1
csapatot,A1
kapcsolódó,A1
tagok,A1
testvére,A1
egyetemen,A1
fejezte,A1
hasonlít,A1
jármű,A1
elsőként,A1
magában,A1
találkozik,A1
téli,A1
ellenséges,A1
esemény,A1
szolgál,A1
fajta,A1
légi,A1
könyvet,A1
szöveg,A1
különös,A1
alkotott,A1
tanár,A1
valós,A1
megkapta,A1
segítséget,A1
haza,A1
1000,A1
paul,A1
hagyomány,A1
június,A1
késő,A1
legismertebb,A1
kezdeti,A1
továbbá,A1
modell,A1
színe,A1
versenyző,A1
elegendő,A1
és,A1
embereket,A1
győzelmet,A1
igazgatója,A1
kiadó,A1
akadémia,A1
cél,A1
kastély,A1
messze,A1
elsődleges,A1
függetlenül,A1
jelzi,A1
elvesztette,A1
terén,A1
probléma,A1
henrik,A1
világos,A1
leggyakrabban,A1
püspök,A1
július,A1
képviselte,A1
színész,A1
san,A1
létezett,A1
előtte,A1
rendszeres,A1
2007,A1
szociális,A1
északra,A1
magyarok,A1
rögtön,A1
igyekezett,A1
regény,A1
alapvetően,A1
2009,A1
számon,A1
vizet,A1
400,A1
in,A1
kivételével,A1
visszatér,A1
közigazgatási,A1
államok,A1
béla,A1
egyértelműen,A1
fölé,A1
semmit,A1
lényegében,A1
vidéki,A1
vállalt,A1
idővel,A1
példány,A1
szlovák,A1
2006,A1
anyagok,A1
szerződést,A1
írták,A1
elemek,A1
harcok,A1
nyelvi,A1
nevezzük,A1
kommunista,A1
következett,A1
változatos,A1
forradalom,A1
reggel,A1
william,A1
kérte,A1
országok,A1
típus,A1
másnap,A1
barokk,A1
elkészült,A1
nyílik,A1
nyújtott,A1
énekes,A1
adják,A1
eszközök,A1
kelt,A1
lesznek,A1
magyarnak,A1
32,A1
értelmében,A1
beszélt,A1
irányba,A1
jellemzően,A1
édesapja,A1
miszerint,A1
mozgalom,A1
vesztette,A1
földrajzi,A1
nyelvet,A1
ráadásul,A1
sereg,A1
középkorban,A1
történetét,A1
vegyes,A1
bíróság,A1
függőleges,A1
népi,A1
számtalan,A1
habár,A1
vonult,A1
írja,A1
gyula,A1
rendelkeznek,A1
ennél,A1
eredményeként,A1
nevét,A1
ugyanebben,A1
ellene,A1
sajátos,A1
olimpiai,A1
értéke,A1
fő,A1
peter,A1
egyesület,A1
különbség,A1
2013,A1
alapul,A1
szigeten,A1
mind,A1
mindegyik,A1
szakasz,A1
szintű,A1
robert,A1
hatást,A1
milliárd,A1
ortodox,A1
csatorna,A1
halál,A1
készítettek,A1
közösségi,A1
nézve,A1
2012,A1
bizottság,A1
bármely,A1
eltűnt,A1
150,A1
albumot,A1
beszél,A1
lányt,A1
szoros,A1
összetett,A1
melyen,A1
történetében,A1
fiatalok,A1
földi,A1
akiknek,A1
kutatások,A1
annak,A1
alkalmával,A1
kezdetben,A1
innen,A1
amellyel,A1
győztes,A1
maximális,A1
átlagosan,A1
amerikai,A1
adni,A1
beleértve,A1
ilyenkor,A1
pontja,A1
stílusú,A1
távol,A1
védelmi,A1
csatában,A1
foglalkozó,A1
ifjúsági,A1
jutottak,A1
hívják,A1
szavak,A1
vékony,A1
útján,A1
80,A1
egymáshoz,A1
januárjában,A1
formája,A1
többé,A1
települést,A1
alakban,A1
iskolában,A1
külföldön,A1
műsor,A1
azóta,A1
korábban,A1
motor,A1
újonnan,A1
esetekben,A1
művészi,A1
nyújt,A1
részre,A1
35,A1
abból,A1
festett,A1
magába,A1
törökök,A1
kapcsolódik,A1
mutatták,A1
művész,A1
települések,A1
hívták,A1
legkisebb,A1
érdekes,A1
jellemzi,A1
oktatás,A1
értékes,A1
imre,A1
dolog,A1
egyet,A1
adnak,A1
amiért,A1
kialakított,A1
oldali,A1
hideg,A1
részének,A1
tábornok,A1
arab,A1
bejelentette,A1
látszik,A1
oktatási,A1
kifejezetten,A1
biztosítja,A1
nála,A1
fából,A1
szüksége,A1
kutatók,A1
cseh,A1
ellátott,A1
szülei,A1
március,A1
fejlődött,A1
fenti,A1
munkatársa,A1
napjainkban,A1
2014,A1
megjelentek,A1
olvasható,A1
történeti,A1
héten,A1
működését,A1
majd,A1
céljából,A1
létrehozott,A1
eltérően,A1
hónappal,A1
kísérleti,A1
rövidebb,A1
németországban,A1
példa,A1
ők,A1
hagyja,A1
megjelenő,A1
alapja,A1
alkalmazzák,A1
csoportok,A1
fiát,A1
egyetemen,A1
feje,A1
leletek,A1
melletti,A1
melyik,A1
végösszeg,A1
élén,A1
görögkatolikus,A1
identitások,A1
számok,A1
tervek,A1
későbbiekben,A1
növények,A1
eszköz,A1
tevékenysége,A1
állítja,A1
hetedik,A1
alakították,A1
dönt,A1
szigorú,A1
téren,A1
erdő,A1
halálát,A1
hőmérséklet,A1
ismerte,A1
április,A1
23,A1
ifjú,A1
mutatott,A1
évektől,A1
erősebb,A1
jelentősége,A1
tulajdonképpen,A1
veszélyes,A1
kritikusok,A1
szívesen,A1
városok,A1
második,A1
feltehetően,A1
használ,A1
húsz,A1
rendező,A1
tűz,A1
mesterséges,A1
tekintik,A1
veszik,A1
eddigi,A1
könyvtár,A1
bármilyen,A1
digitális,A1
napot,A1
időnként,A1
kolostor,A1
tengerszint,A1
nemes,A1
édesapja,A1
aránya,A1
listán,A1
bajnok,A1
szokás,A1
70,A1
igénybe,A1
repülőgép,A1
órát,A1
fontos,A1
alakítottak,A1
célra,A1
projekt,A1
eset,A1
fordított,A1
szervezetek,A1
megoszlás,A1
nyáron,A1
szót,A1
eredmény,A1
kicsit,A1
törzs,A1
vereséget,A1
érezte,A1
érmet,A1
budapesti,A1
buddhista,A1
növény,A1
rájön,A1
területeket,A1
életének,A1
helyzetben,A1
problémák,A1
hercegnő,A1
annyi,A1
terv,A1
george,A1
alapító,A1
szexuális,A1
egyesület,A1
bíró,A1
kapcsolatok,A1
költő,A1
krisztus,A1
egészségügyi,A1
gyermekek,A1
fegyveres,A1
hatóságok,A1
helyezést,A1
lemondott,A1
színház,A1
birodalom,A1
egyúttal,A1
segítette,A1
épülete,A1
örök,A1
akarták,A1
gyár,A1
gépek,A1
gyakorlati,A1
kémiai,A1
